Value,Group
1.551489,3-Q
1.309744,3-Q
1.130493,3-Q
1.044362,4-R
0.890234,4-R
0.75586,4-R
1.034218,1-sh
1.042881,1-sh
0.922901,1-sh
1.322143,2-WT
1.357228,2-WT
1.071086,2-WT
